title="Inflow Data"
VARIABLES="x"
"y"
"z"
"u"
"v"
"p"
"T"
"rho"
ZONE T="ZONE 001"
STRANDID=0, SOLUTIONTIME=0
I=240, J=5, K=1, ZONETYPE=Ordered
DATAPACKING=POINT
DT=(DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE )
1.0099039999999999e-01	-7.9999999999999996e-06	0.0	-1.3916849352691797e+01	-0.0000000000000000e+00	2.3808601079239790e+04	3.2177245501099031e+02	2.5776257636963484e-01
1.0099039999999999e-01	-6.0000000000000002e-06	0.0	-1.0436919463061962e+01	-0.0000000000000000e+00	2.3808601079239790e+04	3.2184236709532195e+02	2.5770658399318253e-01
1.0099039999999999e-01	-3.9999999999999998e-06	0.0	-6.9575105688920393e+00	-0.0000000000000000e+00	2.3808601079239790e+04	3.2190359217845224e+02	2.5765756898554804e-01
1.0099039999999999e-01	-1.9999999999999999e-06	0.0	-3.4785594942743310e+00	-0.0000000000000000e+00	2.3808601079239790e+04	3.2195613507987900e+02	2.5761551954224199e-01
1.0099039999999999e-01	0.0000000000000000e+00	0.0	0.0000000000000000e+00	0.0000000000000000e+00	2.3808601079239790e+04	3.2200000000000000e+02	2.5758042549197291e-01
1.0099039999999999e-01	1.9999999999999999e-06	0.0	3.4785594942743310e+00	0.0000000000000000e+00	2.3808601079239790e+04	3.2195613507987900e+02	2.5761551954224199e-01
1.0099039999999999e-01	3.9999999999999998e-06	0.0	6.9575105688920393e+00	0.0000000000000000e+00	2.3808601079239790e+04	3.2190359217845224e+02	2.5765756898554804e-01
1.0099039999999999e-01	6.0000000000000002e-06	0.0	1.0436919463061962e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2184236709532195e+02	2.5770658399318253e-01
1.0099039999999999e-01	7.9999999999999996e-06	0.0	1.3916849352691797e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2177245501099031e+02	2.5776257636963484e-01
1.0099039999999999e-01	9.9999999999999991e-06	0.0	1.7397360360572961e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2169385051789590e+02	2.5782555953397457e-01
1.0099039999999999e-01	1.1999999999999999e-05	0.0	2.0878509565105439e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2160654765129919e+02	2.5789554850215196e-01
1.0099039999999999e-01	1.3999999999999998e-05	0.0	2.4360351007595952e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2151053992004069e+02	2.5797255987017592e-01
1.0099039999999999e-01	1.5999999999999999e-05	0.0	2.7842935698161156e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2140582033719716e+02	2.5805661179812900e-01
1.0099039999999999e-01	1.8000000000000000e-05	0.0	3.1326311620266459e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2129238145065852e+02	2.5814772399498265e-01
1.0099039999999999e-01	2.0000000000000002e-05	0.0	3.4810523733929841e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2117021537364974e+02	2.5824591770417366e-01
1.0099039999999999e-01	2.2060000000000002e-05	0.0	3.8400183345249573e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2103522625600368e+02	2.5835450512921465e-01
1.0099039999999999e-01	2.4181800000000003e-05	0.0	4.2098551750890600e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2088648839979913e+02	2.5847425805313901e-01
1.0099039999999999e-01	2.6367254000000002e-05	0.0	4.5908991004469279e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2072303847093468e+02	2.5860598416577968e-01
1.0099039999999999e-01	2.8618271620000000e-05	0.0	4.9834985560038128e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2054370832712624e+02	2.5875066286988591e-01
1.0099039999999999e-01	3.0936819768599997e-05	0.0	5.3880109912336039e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2034743423888256e+02	2.5890919715175992e-01
1.0099039999999999e-01	3.3324924361657999e-05	0.0	5.8048079303312633e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.2013284132468840e+02	2.5908275035204559e-01
1.0099039999999999e-01	3.5784672092507741e-05	0.0	6.2342694250529874e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.1989872889690452e+02	2.5927235564335455e-01
1.0099039999999999e-01	3.8318212255282972e-05	0.0	6.6767889849836749e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.1964367445400404e+02	2.5947923777966164e-01
1.0099039999999999e-01	4.0927758622941460e-05	0.0	7.1327718085443436e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.1936619727875876e+02	2.5970468294745774e-01
1.0099039999999999e-01	4.3615591381629703e-05	0.0	7.6026373201600094e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.1906457224552190e+02	2.5995019260424751e-01
1.0099039999999999e-01	4.6384059123078593e-05	0.0	8.0868137103210060e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.1873726297779683e+02	2.6021713380337624e-01
1.0099039999999999e-01	4.9235580896770951e-05	0.0	8.5857460267261374e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.1838229968623216e+02	2.6050724895873317e-01
1.0099039999999999e-01	5.2172648323674078e-05	0.0	9.0998889034831649e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.1799784478720875e+02	2.6082219854010635e-01
1.0099039999999999e-01	5.5197827773384302e-05	0.0	9.6297116829717979e+01	0.0000000000000000e+00	2.3808601079239790e+04	3.1758179407486597e+02	2.6116389086479874e-01
1.0099039999999999e-01	5.8313762606585833e-05	0.0	1.0175695971408109e+02	0.0000000000000000e+00	2.3808601079239790e+04	3.1713195801481618e+02	2.6153433897866685e-01
1.0099039999999999e-01	6.1523175484783402e-05	0.0	1.0738336820355073e+02	0.0000000000000000e+00	2.3808601079239790e+04	3.1664595164824635e+02	2.6193575688140214e-01
1.0099039999999999e-01	6.4828870749326900e-05	0.0	1.1318141420052966e+02	0.0000000000000000e+00	2.3808601079239790e+04	3.1612127507004868e+02	2.6237050002419665e-01
1.0099039999999999e-01	6.8233736871806705e-05	0.0	1.1915629533717488e+02	0.0000000000000000e+00	2.3808601079239790e+04	3.1555524053813753e+02	2.6284113319420910e-01
1.0099039999999999e-01	7.1740748977960911e-05	0.0	1.2531332072501068e+02	0.0000000000000000e+00	2.3808601079239790e+04	3.1494505225444760e+02	2.6335037307208248e-01
1.0099039999999999e-01	7.5352971447299738e-05	0.0	1.3165791643042559e+02	0.0000000000000000e+00	2.3808601079239790e+04	3.1428769303324037e+02	2.6390119259185596e-01
1.0099039999999999e-01	7.9073560590718736e-05	0.0	1.3819562156932642e+02	0.0000000000000000e+00	2.3808601079239790e+04	3.1357983946881762e+02	2.6449690499526812e-01
1.0099039999999999e-01	8.2905767408440295e-05	0.0	1.4493204494735855e+02	0.0000000000000000e+00	2.3808601079239790e+04	3.1281823208284851e+02	2.6514086617064175e-01
1.0099039999999999e-01	8.6852940430693498e-05	0.0	1.5187290020182462e+02	0.0000000000000000e+00	2.3808601079239790e+04	3.1199906058664851e+02	2.6583700877964955e-01
1.0099039999999999e-01	9.0918528643614302e-05	0.0	1.5902394163929128e+02	0.0000000000000000e+00	2.3808601079239790e+04	3.1111856451561130e+02	2.6658935360398101e-01
1.0099039999999999e-01	9.5106084502922733e-05	0.0	1.6639097311898416e+02	0.0000000000000000e+00	2.3808601079239790e+04	3.1017256029988067e+02	2.6740243214366366e-01
